Update Id,Revision Number,Title,KB Articles,Security Bulletin,Has Superseded Updates,Creation Date,Declined Reason
1784deef-9f7c-485b-83e8-be27905f397b,200,"2021-01 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10, version 20H2 for ARM64 (KB4586876)",4586876,,True,01/12/2021 18:00:00,Superseded
958b5e61-f7d0-4fa5-9913-2ee153443309,200,"2021-01 Cumulative Update for Windows 10 Version 20H2 for ARM64-based Systems (KB4598242)",4598242,,True,01/12/2021 18:00:06,Superseded
c6713f1f-9911-4f1e-bbd7-86f9ea5c91f0,200,"2021-01 Cumulative Update for Windows 10 Version 1909 for x86-based Systems (KB4598229)",4598229,,True,01/12/2021 18:00:06,Superseded
380fe623-8079-446d-8dc2-4644841f42ef,200,"2021-01 Cumulative Update for Windows 10 Version 2004 for x64-based Systems (KB4598242)",4598242,,True,01/12/2021 18:00:06,Superseded
8ec6f709-555a-4d24-852c-4b176acb7777,200,"2021-01 Cumulative Update for Windows 10 Version 1909 for ARM64-based Systems (KB4598229)",4598229,,True,01/12/2021 18:00:06,Superseded
ec4f64ba-992b-464d-bc4b-ea800be58dd6,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 1909 for ARM64 (KB4580980)",4580980,,False,01/12/2021 18:00:00,Superseded
105091d3-5530-48c1-80af-aebf88d4694c,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 2004 for ARM64 (KB4580419)",4580419,,False,01/12/2021 18:00:00,Superseded
171d7871-ba9d-4d4e-bce4-4a027e1734b1,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 2004 for x64 (KB4580419)",4580419,,False,01/12/2021 18:00:00,Superseded
56aef755-22a7-4ffb-8d8f-4ab40cfa418e,200,"2021-01 Servicing Stack Update for Windows 10 Version 20H2 for x86-based Systems (KB4598481)",4598481,,True,01/12/2021 18:00:06,Superseded
ad5fc2f6-690c-46fa-9c50-09c336027dcf,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10, version 20H2 (KB4580419)",4580419,,False,01/12/2021 18:00:00,Superseded
bb382cf3-4e9c-4155-be20-a93b989704eb,200,"2021-01 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB4598242)",4598242,,True,01/12/2021 18:00:06,Superseded
16d8a1cd-0917-4a95-87f1-c5545a2a3b78,200,"2020-12 Cumulative Update for Windows 10 Version 2004 for x64-based Systems (KB4592438)",4592438,,True,12/08/2020 18:00:06,Superseded
15977794-6659-4a77-8697-52dc35b9ee4d,200,"2020-12 Cumulative Update for Windows 10 Version 20H2 for x64-based Systems (KB4592438)",4592438,,True,12/08/2020 18:00:06,Superseded
05f40647-3815-465b-8f23-977beb5f8143,200,"2020-12 Cumulative Update for Windows 10 Version 1903 for x86-based Systems (KB4592449)",4592449,,True,12/08/2020 18:00:06,Windows 10 Version: 1903
cf5b7ab3-1684-4893-a334-506fd026d1a6,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10, version 20H2 for x64 (KB4580419)",4580419,,False,01/12/2021 18:00:00,Superseded
3273e6f1-6532-4473-ba22-4d656cbb74ae,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 1903 for x64 (KB4580980)",4580980,,False,01/12/2021 18:00:00,Windows 10 Version: 1903
b913b88a-2d05-455c-bba9-8b594d6fa6dd,200,"2020-12 Cumulative Update for Windows 10 Version 20H2 for ARM64-based Systems (KB4592438)",4592438,,True,12/08/2020 18:00:06,Superseded
bf8424dc-3737-4ffe-b9ec-6cd82aad298e,200,"2021-01 Servicing Stack Update for Windows 10 Version 1909 for ARM64-based Systems (KB4598479)",4598479,,True,01/12/2021 18:00:06,Superseded
63530817-9886-4b22-925b-57a60398a5ea,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 1909 (KB4580980)",4580980,,False,01/12/2021 18:00:00,Superseded
a07b10ec-f301-4b25-bdf6-830d00270ff0,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10 Version 2004 (KB4580419)",4580419,,False,01/12/2021 18:00:00,Superseded
97169e13-5dbd-4119-b878-0867d6e8bbfb,200,"2021-01 Cumulative Update for Windows 10 Version 1909 for x64-based Systems (KB4598229)",4598229,,True,01/12/2021 18:00:06,Superseded
010e1692-2dc2-48a3-a92a-21cd5d5dd130,201,"2020-11 Cumulative Update for .NET Framework 3.5 and 4.8 for Windows 10, version 20H2 for ARM64 (KB4580419)",4580419,,False,01/12/2021 18:00:00,Superseded
